PUBLICATION,EXTRACT_DATE,TYPE,SUB_ICB_LOCATION_CODE,ONS_SUB_ICB_LOCATION_CODE,CODE,POSTCODE,SEX,AGE,NUMBER_OF_PATIENTS,Latitude,Longitude
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84002,NE65 7UW,ALL,ALL,6077,55.309097,-1.911657
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84005,NE22 6JX,ALL,ALL,12297,55.132319,-1.5986032
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84006,NE66 2NL,ALL,ALL,18906,55.410075,-1.6966692
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84007,NE20 9SD,ALL,ALL,10800,55.051804,-1.7496879
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84008,NE70 7ER,ALL,ALL,4517,55.595957,-1.8259456
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84009,NE24 1HD,ALL,ALL,26924,55.12875,-1.5141723
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84011,NE20 9SD,ALL,ALL,8180,55.051804,-1.7496879
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84013,NE22 7DU,ALL,ALL,6295,55.14082,-1.5644294
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84014,NE24 1DX,ALL,ALL,13054,55.127873,-1.5149357
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84016,NE42 5PW,ALL,ALL,6917,54.961949,-1.8533372
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84018,NE45 5LG,ALL,ALL,7205,54.973916,-2.0126703
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84020,NE62 5RA,ALL,ALL,7967,55.157588,-1.6040937
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84022,NE65 9SF,ALL,ALL,11914,55.293739,-1.6029607
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84024,NE46 1QJ,ALL,ALL,10275,54.969548,-2.0954883
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84025,NE23 6QN,ALL,ALL,5112,55.084481,-1.5915158
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84026,TD15 1LL,ALL,ALL,8880,55.772395,-2.0062068
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84027,NE48 2HE,ALL,ALL,3460,55.143831,-2.2579821
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84028,NE63 0NG,ALL,ALL,19031,55.170902,-1.5610089
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84029,NE61 5LX,ALL,ALL,4511,55.240221,-1.6205727
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84030,NE23 6US,ALL,ALL,10162,55.084673,-1.5870806
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84031,NE61 1JX,ALL,ALL,10307,55.171516,-1.683944
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84033,NE46 1QJ,ALL,ALL,5769,54.969548,-2.0954883
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84034,NE49 9AP,ALL,ALL,5583,54.97008,-2.4648247
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84035,NE42 5DQ,ALL,ALL,5950,54.961364,-1.8456088
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84036,NE61 1BJ,ALL,ALL,51632,55.169374,-1.6896909
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84037,NE23 7EF,ALL,ALL,5997,55.063625,-1.5484204
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84038,NE23 6QN,ALL,ALL,7863,55.084481,-1.5915158
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84039,NE61 1JX,ALL,ALL,6457,55.171516,-1.683944
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84040,NE46 4BU,ALL,ALL,3560,55.036045,-2.1253434
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84042,NE61 4EG,ALL,ALL,2065,55.172755,-1.9405629
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84044,TD15 2HB,ALL,ALL,7191,55.766716,-2.0117999
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84045,NE47 6LA,ALL,ALL,5366,54.975681,-2.250028
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84047,NE43 7LL,ALL,ALL,5346,54.94714,-1.8978688
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84604,NE71 6BL,ALL,ALL,4791,55.546525,-2.0184204
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84614,NE42 5HR,ALL,ALL,2018,54.962605,-1.845729
GP_PRAC_PAT_LIST,01-Jul-23,GP,00L,E38000130,A84619,NE25 0BW,ALL,ALL,4085,55.07062,-1.5258853
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88001,NE31 1NU,ALL,ALL,3604,54.973823,-1.5218704
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88002,NE33 4QY,ALL,ALL,17184,54.97555,-1.4380172
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88003,NE34 6RE,ALL,ALL,14403,54.980455,-1.4001833
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88004,NE32 5SE,ALL,ALL,9230,54.977935,-1.496464
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88005,NE34 9BP,ALL,ALL,4545,54.972653,-1.4552104
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88006,NE34 0BX,ALL,ALL,8000,54.973055,-1.4406765
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88007,NE33 4DX,ALL,ALL,7947,54.987314,-1.4268355
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88008,NE33 5DU,ALL,ALL,6444,54.987738,-1.4367999
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88009,NE35 9AN,ALL,ALL,6132,54.949762,-1.4606877
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88010,NE32 5AG,ALL,ALL,3117,54.97804,-1.4914162
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88012,NE31 2SP,ALL,ALL,6243,54.973362,-1.5075504
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88013,NE34 8PS,ALL,ALL,19140,54.971615,-1.415421
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88014,NE33 4JP,ALL,ALL,2873,54.985212,-1.430819
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88015,NE33 5DU,ALL,ALL,7235,54.987738,-1.4367999
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88016,NE35 9AN,ALL,ALL,8362,54.949762,-1.4606877
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88022,NE31 1NU,ALL,ALL,11010,54.973823,-1.5218704
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88023,SR6 7EE,ALL,ALL,5381,54.952768,-1.3646985
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88025,NE32 3UX,ALL,ALL,4604,54.980778,-1.4928035
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88601,NE33 4EG,ALL,ALL,3996,54.987529,-1.4248008
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88608,NE33 3ET,ALL,ALL,5857,54.988408,-1.4206312
GP_PRAC_PAT_LIST,01-Jul-23,GP,00N,E38000163,A88613,NE32 3UX,ALL,ALL,4105,54.980778,-1.4928035
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89001,SR2 8AD,ALL,ALL,13359,54.899997,-1.3728114
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89002,SR1 2HJ,ALL,ALL,7086,54.905499,-1.3733342
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89004,DH5 9EZ,ALL,ALL,11721,54.825302,-1.4490855
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89005,SR2 8AX,ALL,ALL,5464,54.899997,-1.3728114
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89006,SR4 7XF,ALL,ALL,8412,54.903978,-1.4105838
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89007,SR4 7XF,ALL,ALL,10374,54.903978,-1.4105838
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89008,SR5 5PS,ALL,ALL,5324,54.925457,-1.4240323
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89009,DH4 4LE,ALL,ALL,9220,54.865739,-1.4833726
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89010,NE37 2PU,ALL,ALL,12412,54.91333,-1.5248491
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89011,SR3 2AN,ALL,ALL,4635,54.870936,-1.4071857
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89012,NE38 7NQ,ALL,ALL,11056,54.898788,-1.5313511
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89013,SR1 2QB,ALL,ALL,5361,54.904438,-1.3766413
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89015,SR6 8DZ,ALL,ALL,9189,54.93063,-1.3830562
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89016,SR6 0QQ,ALL,ALL,9194,54.913843,-1.377822
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89017,SR4 7AF,ALL,ALL,14302,54.906773,-1.395976
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89018,SR2 8JG,ALL,ALL,5238,54.895186,-1.3739308
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89019,SR5 2LT,ALL,ALL,14947,54.919311,-1.4017791
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89020,SR4 6QE,ALL,ALL,8997,54.910072,-1.4126785
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89021,DH4 5EQ,ALL,ALL,8379,54.844997,-1.4787633
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89022,NE37 2PU,ALL,ALL,5144,54.91333,-1.5248491
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89023,DH4 4DN,ALL,ALL,8115,54.842057,-1.4682126
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89024,SR3 4HG,ALL,ALL,6947,54.890266,-1.4221646
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89025,NE38 7NQ,ALL,ALL,10423,54.898788,-1.5313511
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89026,NE37 2PU,ALL,ALL,7355,54.91333,-1.5248491
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89027,SR3 4HG,ALL,ALL,6420,54.890266,-1.4221646
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89028,DH4 4RB,ALL,ALL,7268,54.866312,-1.4978397
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89030,DH4 4RW,ALL,ALL,6531,54.866841,-1.4954025
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89031,SR4 7XF,ALL,ALL,5864,54.903978,-1.4105838
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89032,SR3 2AN,ALL,ALL,9362,54.870936,-1.4071857
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89034,SR2 7BA,ALL,ALL,4331,54.901305,-1.3843933
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89035,SR2 0RX,ALL,ALL,9536,54.871298,-1.3684574
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89036,SR5 3EX,ALL,ALL,2139,54.913369,-1.450879
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89040,SR6 0AB,ALL,ALL,4585,54.913037,-1.3818121
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89041,SR3 4BY,ALL,ALL,8087,54.885012,-1.4227853
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89614,SR4 0LS,ALL,ALL,4575,54.904233,-1.4496308
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89616,NE38 9EH,ALL,ALL,2473,54.880238,-1.5475263
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89617,NE38 9AB,ALL,ALL,3800,54.881049,-1.5313854
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,A89623,SR4 7TU,ALL,ALL,2924,54.901075,-1.4067744
GP_PRAC_PAT_LIST,01-Jul-23,GP,00P,E38000176,Y01262,SR4 7XF,ALL,ALL,24,54.903978,-1.4105838
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81005,BB1 6PH,ALL,ALL,11933,53.758677,-2.4672628
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81022,BB2 2SU,ALL,ALL,10764,53.740232,-2.5075231
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81051,BB3 1PY,ALL,ALL,13657,53.695717,-2.4714416
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81058,BB2 3HS,ALL,ALL,9877,53.738574,-2.4756964
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81061,BB2 1UW,ALL,ALL,4550,53.742584,-2.5038368
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81125,BB2 1AX,ALL,ALL,10086,53.750241,-2.4866862
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81140,BB3 1PY,ALL,ALL,15638,53.695717,-2.4714416
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81155,BB1 9BA,ALL,ALL,5506,53.77524,-2.4792065
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81167,BB1 1XA,ALL,ALL,5795,53.747582,-2.4566312
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81214,BB2 6PL,ALL,ALL,4411,53.749882,-2.5038938
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81622,BB1 6DY,ALL,ALL,11137,53.757349,-2.4758631
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81633,BB3 1BZ,ALL,ALL,3486,53.691071,-2.4666498
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81683,BB1 7EP,ALL,ALL,7545,53.752309,-2.4841926
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81694,BB2 1AX,ALL,ALL,5271,53.750241,-2.4866862
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81704,BB1 9SR,ALL,ALL,11294,53.76488,-2.4739459
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81707,BB1 1LX,ALL,ALL,5401,53.746499,-2.4648076
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81709,BB2 3UY,ALL,ALL,5230,53.72844,-2.4721868
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81721,BB3 1ET,ALL,ALL,2543,53.705355,-2.4774725
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81724,BB1 1SB,ALL,ALL,2562,53.742048,-2.4675938
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81734,BB1 2HR,ALL,ALL,19435,53.739185,-2.4523709
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,P81771,BB1 5ER,ALL,ALL,9590,53.75256,-2.4754905
GP_PRAC_PAT_LIST,01-Jul-23,GP,00Q,E38000014,Y02657,BB2 4QD,ALL,ALL,7951,53.730593,-2.5062701
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81016,FY4 3AD,ALL,ALL,12151,53.799798,-3.0414344
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81042,FY1 3JG,ALL,ALL,15450,53.820839,-3.0436424
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81043,FY1 4NF,ALL,ALL,6423,53.816775,-3.0478551
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81054,FY3 9ES,ALL,ALL,9365,53.812882,-3.0345445
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81063,FY1 2HH,ALL,ALL,11847,53.828701,-3.0531971
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81066,FY3 7EN,ALL,ALL,8023,53.827406,-3.0273514
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81072,FY2 0JG,ALL,ALL,14339,53.849555,-3.0334879
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81073,FY5 3LF,ALL,ALL,13034,53.87512,-3.042545
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81074,FY4 1TJ,ALL,ALL,13771,53.781401,-3.0473831
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81081,FY4 2EF,ALL,ALL,5567,53.78968,-3.0380111
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81092,FY5 3LF,ALL,ALL,7733,53.87512,-3.042545
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81115,FY1 6JW,ALL,ALL,16029,53.804446,-3.0434477
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81159,FY4 1TJ,ALL,ALL,12568,53.781401,-3.0473831
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81172,FY3 8NX,ALL,ALL,11904,53.825214,-3.0145514
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81681,FY2 0JG,ALL,ALL,13816,53.849555,-3.0334879
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,P81714,FY4 5AU,ALL,ALL,5933,53.788341,-3.0243776
GP_PRAC_PAT_LIST,01-Jul-23,GP,00R,E38000015,Y05788,FY1 9NP,ALL,ALL,278,53.818782,-3.0516724
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82001,BL2 6NT,ALL,ALL,10412,53.582381,-2.3842643
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82002,BL3 5HP,ALL,ALL,7493,53.572728,-2.4463479
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82003,BL6 5NW,ALL,ALL,15398,53.594788,-2.5453632
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82004,BL3 6TL,ALL,ALL,9410,53.566945,-2.4423914
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82005,BL5 3SF,ALL,ALL,6974,53.552344,-2.5234139
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82006,BL6 7AS,ALL,ALL,8552,53.601383,-2.5477451
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82007,BL4 8EP,ALL,ALL,13437,53.543205,-2.3828378
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82008,BL4 9QZ,ALL,ALL,14398,53.543635,-2.4024445
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82009,BL3 3RR,ALL,ALL,6989,53.559534,-2.4579087
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82010,BL1 4JP,ALL,ALL,8081,53.588167,-2.4518131
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82011,BL2 6DY,ALL,ALL,6784,53.579119,-2.4057721
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82012,BL1 1SQ,ALL,ALL,5913,53.576864,-2.4311983
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82013,BL3 6RN,ALL,ALL,3657,53.565714,-2.4324588
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82014,BL1 6AF,ALL,ALL,6566,53.588374,-2.4635532
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82015,BL5 3UB,ALL,ALL,20629,53.550458,-2.508554
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82016,BL2 3HQ,ALL,ALL,11796,53.604069,-2.398153
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82018,BL2 6NT,ALL,ALL,7172,53.582381,-2.3842643
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82020,BL3 1JF,ALL,ALL,4528,53.559818,-2.3706238
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82021,BL1 8UP,ALL,ALL,7186,53.597432,-2.4151798
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82022,BL1 3RG,ALL,ALL,4749,53.588322,-2.431738
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82023,BL1 7LR,ALL,ALL,9068,53.610567,-2.4321162
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82025,BL1 8TU,ALL,ALL,4774,53.592511,-2.4241058
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82029,BL1 3RG,ALL,ALL,3586,53.588322,-2.431738
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82030,BL3 5AH,ALL,ALL,3904,53.572699,-2.4419834
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82031,BL1 5PU,ALL,ALL,10825,53.587983,-2.4693498
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82033,BL2 1HT,ALL,ALL,2042,53.576838,-2.4182249
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82034,BL7 9RG,ALL,ALL,3647,53.617589,-2.4263829
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82036,BL3 1JF,ALL,ALL,2919,53.559818,-2.3706238
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82037,BL4 9AL,ALL,ALL,4691,53.546194,-2.3923876
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82607,BL1 8UP,ALL,ALL,5652,53.597432,-2.4151798
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82609,BL3 3PH,ALL,ALL,6071,53.56337,-2.4514279
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82613,BL3 1HQ,ALL,ALL,5116,53.560837,-2.369742
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82616,BL3 2JR,ALL,ALL,4031,53.564152,-2.4192019
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82624,BL3 5QE,ALL,ALL,3578,53.568942,-2.4608189
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82625,BL1 8TU,ALL,ALL,2370,53.592511,-2.4241058
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82626,BL1 3RG,ALL,ALL,4940,53.588322,-2.431738
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82627,BL1 6AH,ALL,ALL,3929,53.588182,-2.457448
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82629,BL3 5HP,ALL,ALL,2049,53.572728,-2.4463479
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82633,BL3 6RN,ALL,ALL,2511,53.565714,-2.4324588
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82634,BL1 4DN,ALL,ALL,4215,53.581577,-2.4521959
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82640,BL3 5HP,ALL,ALL,4937,53.572728,-2.4463479
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82643,BL7 9RG,ALL,ALL,7142,53.617589,-2.4263829
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82652,BL4 9AH,ALL,ALL,4063,53.546123,-2.3977595
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,P82660,BL3 4LU,ALL,ALL,3598,53.567885,-2.464537
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,Y00186,BL3 5DP,ALL,ALL,1705,53.573042,-2.4439652
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,Y02319,BL1 4TH,ALL,ALL,7097,53.577552,-2.4348753
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,Y02790,BL3 6PY,ALL,ALL,7038,53.56543,-2.431399
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,Y03079,BL1 8TU,ALL,ALL,14705,53.592511,-2.4241058
GP_PRAC_PAT_LIST,01-Jul-23,GP,00T,E38000016,Y03366,BL3 5HP,ALL,ALL,5388,53.572728,-2.4463479
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83001,M25 1BT,ALL,ALL,13410,53.533828,-2.2835698
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83004,M45 8GH,ALL,ALL,7849,53.548594,-2.2958784
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83005,BL9 0SN,ALL,ALL,4735,53.590211,-2.298949
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83006,BL0 9DD,ALL,ALL,8468,53.64878,-2.3192873
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83007,M26 2SP,ALL,ALL,10357,53.559945,-2.3240069
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83009,BL9 8QA,ALL,ALL,7836,53.574214,-2.2833872
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83010,M26 2QZ,ALL,ALL,3683,53.564198,-2.3168226
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83011,BL9 8JR,ALL,ALL,7221,53.560503,-2.2731656
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83012,BL8 4AD,ALL,ALL,48813,53.614725,-2.3414321
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83015,BL9 0SN,ALL,ALL,7286,53.590211,-2.298949
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83017,BL8 1EG,ALL,ALL,5744,53.60507,-2.3088016
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83021,BL9 0SN,ALL,ALL,10180,53.590211,-2.298949
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83024,BL9 0ST,ALL,ALL,4387,53.588481,-2.3005381
GP_PRAC_PAT_LIST,01-Jul-23,GP,00V,E38000024,P83025,M25 0HT,ALL,ALL,8864,53.520809,-2.265791
