PUBLICATION,EXTRACT_DATE,TYPE,SUB_ICB_LOCATION_CODE,ONS_SUB_ICB_LOCATION_CODE,CODE,POSTCODE,SEX,AGE,NUMBER_OF_PATIENTS,Latitude,Longitude
GP_PRAC_PAT_LIST,01-Jul-23,GP,06Q,E38000106,Y00589,CM3 5QP,ALL,ALL,7116,51.653261,0.6048872
GP_PRAC_PAT_LIST,01-Jul-23,GP,06Q,E38000106,Y02611,CM2 5EF,ALL,ALL,13745,51.750584,0.51082897
GP_PRAC_PAT_LIST,01-Jul-23,GP,06Q,E38000106,Y05023,CM8 3RQ,ALL,ALL,4578,51.846712,0.62240509
GP_PRAC_PAT_LIST,01-Jul-23,GP,06Q,E38000106,Y06389,SS2 6BB,ALL,ALL,61,51.543836,0.70817736
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81012,CO5 8RA,ALL,ALL,7553,51.778349,0.91934162
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81017,CO14 8PA,ALL,ALL,8373,51.84985,1.2714222
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81019,CO12 4EX,ALL,ALL,17442,51.933372,1.260693
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81021,CO7 8PJ,ALL,ALL,10926,51.855124,1.0636975
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81026,CO13 9JT,ALL,ALL,8039,51.837535,1.2438861
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81028,CO7 9BA,ALL,ALL,8867,51.856139,0.96089054
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81037,CO15 3PP,ALL,ALL,8425,51.791434,1.1512292
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81042,CO1 2QS,ALL,ALL,38608,51.890029,0.90932456
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81044,CO7 7LD,ALL,ALL,7500,51.927073,0.98509637
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81052,CO15 1DA,ALL,ALL,14738,51.787363,1.1474066
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81067,CO3 4LN,ALL,ALL,15433,51.88063,0.8627967
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81069,CO3 0PZ,ALL,ALL,7809,51.884068,0.84044569
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81091,CO1 2RW,ALL,ALL,9216,51.890029,0.90932456
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81095,CO2 7UW,ALL,ALL,20447,51.877496,0.89859038
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81115,CO2 7GH,ALL,ALL,28125,51.88243,0.89324029
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81116,CO7 0DT,ALL,ALL,11041,51.809812,1.02133
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81133,CO5 0HB,ALL,ALL,11971,51.81024,0.75124125
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81141,CO5 7HP,ALL,ALL,16595,51.85767,0.94505755
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81156,CO15 1NJ,ALL,ALL,9187,51.79169,1.1497097
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81212,CO15 3AU,ALL,ALL,9794,51.795466,1.1484209
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81213,CO16 0EA,ALL,ALL,7702,51.858111,1.1614671
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81221,CO12 3RS,ALL,ALL,4951,51.932354,1.2727392
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81606,CO12 5AD,ALL,ALL,2844,51.905893,1.1929023
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81633,CO11 2HD,ALL,ALL,4307,51.940643,1.0496759
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81636,CO4 5LE,ALL,ALL,16682,51.912436,0.8960567
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81679,CO4 9SR,ALL,ALL,7436,51.911087,0.91823335
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81681,CO15 2NB,ALL,ALL,15856,51.780622,1.1178928
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81716,CO3 8NZ,ALL,ALL,9323,51.885968,0.82953465
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81741,CO15 4TN,ALL,ALL,10903,51.818211,1.1625607
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81746,CO4 9YN,ALL,ALL,3902,51.91648,0.92198642
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,F81757,CO11 1AA,ALL,ALL,6687,51.945636,1.0606826
GP_PRAC_PAT_LIST,01-Jul-23,GP,06T,E38000117,Y02646,CO4 5JR,ALL,ALL,11419,51.90685,0.90301099
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81010,RM15 4AD,ALL,ALL,12327,51.498485,0.25790911
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81082,RM18 8SD,ALL,ALL,4506,51.48007,0.41564348
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81088,SS17 8HD,ALL,ALL,2803,51.526952,0.43954919
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81110,RM18 8EB,ALL,ALL,12171,51.460827,0.36612483
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81113,RM16 6RS,ALL,ALL,14823,51.490043,0.30400751
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81134,RM15 6PR,ALL,ALL,7966,51.524065,0.29659923
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81137,RM16 3ET,ALL,ALL,7344,51.511049,0.36637748
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81153,SS17 0PH,ALL,ALL,12603,51.519317,0.42740711
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81155,RM17 5NS,ALL,ALL,5453,51.486275,0.33802819
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81177,SS17 0BY,ALL,ALL,4313,51.513788,0.42688248
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81192,RM16 2AP,ALL,ALL,10113,51.497621,0.32917158
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81197,RM15 5SZ,ALL,ALL,2517,51.508204,0.28401294
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81198,SS17 8LB,ALL,ALL,2719,51.523741,0.40562838
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81206,RM18 7RB,ALL,ALL,5418,51.463093,0.36304584
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81211,RM17 6SP,ALL,ALL,5193,51.476712,0.33458674
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81218,RM17 6HU,ALL,ALL,4539,51.475117,0.32252368
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81219,RM17 5HB,ALL,ALL,5117,51.480258,0.32811386
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81623,RM17 6DB,ALL,ALL,2387,51.479903,0.3306018
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81632,RM15 5LP,ALL,ALL,4647,51.508245,0.28286206
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81641,RM17 5EZ,ALL,ALL,3099,51.479879,0.32594855
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81652,RM18 7RJ,ALL,ALL,5230,51.462932,0.36213048
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81669,RM15 5GN,ALL,ALL,7235,51.509356,0.28118824
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81697,SS17 7DZ,ALL,ALL,2996,51.52006,0.44359189
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,F81708,RM18 7QA,ALL,ALL,11083,51.461705,0.35740255
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,Y00033,RM19 1SX,ALL,ALL,6460,51.489628,0.23481182
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,Y00999,RM17 5JY,ALL,ALL,11805,51.480585,0.32797206
GP_PRAC_PAT_LIST,01-Jul-23,GP,07G,E38000185,Y02807,RM17 6NB,ALL,ALL,11795,51.477404,0.32331673
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81004,CM22 7EH,ALL,ALL,9492,51.815216,0.20558987
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81009,CB10 1EJ,ALL,ALL,10968,52.021716,0.24047082
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81015,CB11 3HY,ALL,ALL,12884,52.023552,0.2564072
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81027,CM18 6YJ,ALL,ALL,20756,51.75522,0.090341683
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81034,CB11 3PY,ALL,ALL,9287,51.982843,0.20901055
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81043,CM16 6TL,ALL,ALL,18871,51.706172,0.12409056
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81047,CM18 6LY,ALL,ALL,11295,51.757091,0.11443817
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81048,IG10 1HW,ALL,ALL,10445,51.648948,0.055077923
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81049,CM5 0AL,ALL,ALL,12629,51.716851,0.24614316
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81053,CM24 8XG,ALL,ALL,12259,51.902086,0.20016149
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81056,CM17 0AX,ALL,ALL,10822,51.784069,0.13379404
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81062,IG6 2TA,ALL,ALL,8931,51.60551,0.083876443
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81072,CM16 4DA,ALL,ALL,7731,51.700887,0.11348096
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81078,CM17 9TG,ALL,ALL,11614,51.767721,0.13276203
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81090,CM6 1AQ,ALL,ALL,11088,51.871975,0.36263331
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81106,CM18 6LY,ALL,ALL,10384,51.757091,0.11443817
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81111,CM22 6LA,ALL,ALL,7081,51.915799,0.22840242
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81118,CM6 1BH,ALL,ALL,14568,51.870147,0.36323474
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81120,CM20 3AX,ALL,ALL,12943,51.774421,0.11282746
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81131,CM6 2QN,ALL,ALL,8871,51.955311,0.34280864
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81136,IG10 1SZ,ALL,ALL,13363,51.648837,0.060378047
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81152,IG10 2NH,ALL,ALL,11724,51.654789,0.075235453
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81165,IG9 5LT,ALL,ALL,4729,51.626871,0.044818579
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81169,IG9 5LP,ALL,ALL,7785,51.626229,0.042925916
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81181,CM20 1DS,ALL,ALL,22974,51.770938,0.089386544
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81184,RM4 1UH,ALL,ALL,4102,51.653302,0.12420541
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81216,IG9 6BN,ALL,ALL,4449,51.628748,0.052141965
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81619,CM20 3NT,ALL,ALL,3725,51.769253,0.11219473
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81725,EN9 3DU,ALL,ALL,9122,51.685605,0.020164838
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,F81749,EN9 1NP,ALL,ALL,14334,51.685341,0.001939213
GP_PRAC_PAT_LIST,01-Jul-23,GP,07H,E38000197,Y07016,SS2 6BB,ALL,ALL,12,51.543836,0.70817736
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83003,CB8 8XU,ALL,ALL,5244,52.171281,0.54753115
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83005,IP33 1LU,ALL,ALL,14113,52.2442,0.71574099
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83007,IP31 2HD,ALL,ALL,9189,52.303403,0.83120631
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83012,CB9 8LU,ALL,ALL,17621,52.076435,0.42700595
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83013,IP33 1ET,ALL,ALL,13004,52.245477,0.71495463
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83014,CO10 9EP,ALL,ALL,8868,52.076465,0.72075245
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83018,IP28 7EG,ALL,ALL,12400,52.343614,0.51016706
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83021,CB9 8HF,ALL,ALL,17889,52.082626,0.43376424
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83027,CB8 8NU,ALL,ALL,12119,52.246034,0.40585504
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83029,CB8 8NW,ALL,ALL,13973,52.245169,0.4055006
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83033,IP22 1DW,ALL,ALL,9771,52.344298,1.0060314
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83038,IP32 7EW,ALL,ALL,15291,52.245215,0.74264251
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83040,IP33 3BB,ALL,ALL,10844,52.245906,0.7041101
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83045,IP27 9EP,ALL,ALL,5423,52.411783,0.52331624
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83055,IP30 9QU,ALL,ALL,15676,52.223372,0.89278258
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83060,CO10 2AY,ALL,ALL,24041,52.038209,0.7258066
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83062,IP27 0BU,ALL,ALL,7569,52.445984,0.62435768
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83064,CO10 7RF,ALL,ALL,4691,52.102805,0.6669064
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83067,CB8 7JG,ALL,ALL,7482,52.250892,0.39997907
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83070,IP31 2XA,ALL,ALL,5287,52.325301,0.88284531
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83075,CO10 2DZ,ALL,ALL,11466,52.048645,0.74884597
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83076,CO10 8NY,ALL,ALL,5308,52.078485,0.58023362
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83078,IP28 8JZ,ALL,ALL,10049,52.305854,0.48941395
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,D83610,IP33 1AE,ALL,ALL,12595,52.248371,0.71662579
GP_PRAC_PAT_LIST,01-Jul-23,GP,07K,E38000204,Y00774,IP27 0AQ,ALL,ALL,5235,52.448445,0.62328246
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81001,BN3 8LD,ALL,ALL,9259,50.845024,-0.19538968
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81006,BN2 1SS,ALL,ALL,6480,50.821189,-0.13288743
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81011,BN1 4LA,ALL,ALL,19047,50.831002,-0.13523664
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81014,BN1 8DD,ALL,ALL,8503,50.862197,-0.12663146
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81018,BN1 6DP,ALL,ALL,11847,50.837844,-0.14020476
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81028,BN2 3HP,ALL,ALL,12676,50.832582,-0.12942218
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81034,BN3 1RF,ALL,ALL,30158,50.831271,-0.15665499
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81036,BN1 8DD,ALL,ALL,9079,50.862197,-0.12663146
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81038,BN1 6AG,ALL,ALL,18382,50.838378,-0.14829346
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81042,BN1 6AG,ALL,ALL,13702,50.838378,-0.14829346
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81044,BN1 3FS,ALL,ALL,6197,50.826989,-0.1492127
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81046,BN41 1LX,ALL,ALL,11807,50.83368,-0.21325245
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81047,BN1 3JJ,ALL,ALL,6996,50.829681,-0.14774297
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81054,BN1 1EJ,ALL,ALL,10250,50.821521,-0.13623907
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81065,BN2 6BA,ALL,ALL,8912,50.835938,-0.079679326
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81070,BN3 3AT,ALL,ALL,23680,50.831234,-0.17203589
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81071,BN1 9RW,ALL,ALL,20212,50.869437,-0.088891333
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81073,BN41 2WF,ALL,ALL,8464,50.851294,-0.22657318
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81075,BN2 4GF,ALL,ALL,6426,50.844357,-0.11342536
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81076,BN2 8BU,ALL,ALL,12596,50.802473,-0.03592033
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81083,BN3 5JA,ALL,ALL,7504,50.834296,-0.19134418
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81613,BN1 7GF,ALL,ALL,5041,50.845798,-0.12971754
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81638,BN3 1AE,ALL,ALL,25060,50.825193,-0.15619862
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81646,BN1 6HE,ALL,ALL,2694,50.842776,-0.14265069
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81656,BN1 1FZ,ALL,ALL,5348,50.821961,-0.13616478
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81663,BN41 1XH,ALL,ALL,5231,50.837071,-0.20742774
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81669,BN2 5FL,ALL,ALL,2333,50.825424,-0.1071743
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81689,BN2 9DH,ALL,ALL,1490,50.825886,-0.13419095
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,G81694,BN1 1AE,ALL,ALL,3120,50.821384,-0.14175328
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,Y02676,BN1 3XE,ALL,ALL,9903,50.827943,-0.14135086
GP_PRAC_PAT_LIST,01-Jul-23,GP,09D,E38000021,Y06007,BN2 5FL,ALL,ALL,8062,50.825424,-0.1071743
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84001,RG9 2DR,ALL,ALL,10624,51.53871,-0.90791807
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84002,OX11 7JH,ALL,ALL,19526,51.606515,-1.2476603
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84003,OX5 2TQ,ALL,ALL,6649,51.824945,-1.2386015
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84004,OX4 4DH,ALL,ALL,13069,51.73536,-1.2322732
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84006,OX29 4QB,ALL,ALL,15653,51.781125,-1.376527
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84007,OX4 2HL,ALL,ALL,8337,51.734726,-1.2124739
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84008,OX49 5AF,ALL,ALL,7512,51.64081,-0.99442968
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84009,OX3 9JA,ALL,ALL,27572,51.762041,-1.2044498
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84010,OX18 2LJ,ALL,ALL,9159,51.729032,-1.55034
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84011,OX2 7BS,ALL,ALL,18711,51.774383,-1.26328
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84013,OX4 1XB,ALL,ALL,21283,51.747596,-1.2321093
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84014,OX33 1DP,ALL,ALL,11363,51.748663,-1.1382109
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84015,RG9 5AJ,ALL,ALL,4269,51.576274,-0.99188576
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84016,OX1 2NA,ALL,ALL,17140,51.754816,-1.2614542
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84017,OX28 6JS,ALL,ALL,20473,51.787726,-1.4886779
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84019,OX12 9BN,ALL,ALL,15913,51.598772,-1.4258616
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84020,RG4 9SW,ALL,ALL,9775,51.515603,-0.98211405
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84021,OX2 7BT,ALL,ALL,10156,51.774771,-1.2635346
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84023,OX10 7NE,ALL,ALL,5702,51.663989,-1.1767737
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84024,OX16 9SA,ALL,ALL,8869,52.058845,-1.3432361
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84025,OX2 9JS,ALL,ALL,12823,51.753753,-1.2994275
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84026,OX2 6NW,ALL,ALL,12616,51.76021,-1.2657419
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84027,OX14 3JY,ALL,ALL,16528,51.672058,-1.2829735
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84028,OX16 9AD,ALL,ALL,41749,52.057303,-1.340823
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84030,OX7 5FA,ALL,ALL,15607,51.944518,-1.5361583
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84031,OX4 7EX,ALL,ALL,11713,51.717475,-1.1969663
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84032,OX4 1XD,ALL,ALL,9523,51.747248,-1.2325063
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84033,OX12 9BN,ALL,ALL,18113,51.598772,-1.4258616
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84034,OX14 3EL,ALL,ALL,3497,51.658598,-1.2114518
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84035,RG9 2DR,ALL,ALL,10419,51.53871,-0.90791807
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84036,OX10 6RL,ALL,ALL,5429,51.620584,-1.1061591
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84037,OX10 9DU,ALL,ALL,18465,51.594675,-1.1282935
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84038,OX26 6HT,ALL,ALL,17036,51.896882,-1.1579052
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84041,OX14 1BT,ALL,ALL,13818,51.669606,-1.3028804
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84042,OX20 1UB,ALL,ALL,9427,51.846623,-1.35453
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84043,OX11 0BB,ALL,ALL,16536,51.603646,-1.2588836
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84044,OX3 9BP,ALL,ALL,19515,51.761474,-1.2150371
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84045,OX5 2NS,ALL,ALL,7293,51.815528,-1.2809316
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84046,OX7 6BW,ALL,ALL,6194,51.863268,-1.5973619
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84047,OX18 4LS,ALL,ALL,7325,51.807739,-1.6387871
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84048,OX4 2NB,ALL,ALL,8855,51.736211,-1.2073362
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84049,OX1 3EF,ALL,ALL,7440,51.753254,-1.2576407
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84050,OX9 3JZ,ALL,ALL,12984,51.745004,-0.96856674
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84051,SN7 7YU,ALL,ALL,17857,51.651619,-1.5800578
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84052,OX26 6AT,ALL,ALL,16827,51.896849,-1.1571065
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84054,OX14 3LB,ALL,ALL,17545,51.672022,-1.2815135
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84055,OX15 0TQ,ALL,ALL,12107,51.982898,-1.3221855
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84056,OX17 1FB,ALL,ALL,4967,52.116749,-1.3200411
GP_PRAC_PAT_LIST,01-Jul-23,GP,10Q,E38000136,K84058,OX15 4ES,ALL,ALL,8118,52.018407,-1.3750421
